in_id;in_cu_id;in_date;in_description;in_total;in_discount;in_totalafterdiscount
6061;5429;12/05/2002 :;quis quantare glavans novum ut quad quo nomen si  ;238391;89AB-GVAL-K8D0-YFWC                               ;130397
6062;6477;5/01/2006 :;nomen egreddior quo delerium. quad Versus si et   ;361869;2YWE-F1AM-A6G3-XK8P                               ;411350
6063;4150;1/02/2009 :;Id et essit. manifestum Versus quo quo e egreddior;203903;V48S-CUAD-0DDG-ADWQ                               ;21754
6064;6684;20/05/2009 :;ut essit. e eggredior. venit. vobis estis homo,   ;73218;FLOO-ERA5-D66A-XP3N                               ;130564
6065;6694;9/07/2008 :;et funem. quad funem. quis Quad et linguens       ;241434;LQWT-XS0U-JOIW-AGJ3                               ;343429
6066;1578;13/09/2008 :;quad delerium. in e bono funem. Multum            ;434851;LK5M-T62X-K98I-POVS                               ;143537
6067;6989;27/03/2003 :;trepicandor brevens, quorum Sed gravis vobis Sed  ;472359;LRFL-OO9O-H60A-0LAD                               ;76222
6068;6934;4/08/2007 :;vobis fecit. novum quantare Sed quo rarendum      ;25128;QP2J-9FZP-MKQC-T4JF                               ;399984
6069;6515;6/04/2006 :;si manifestum funem. regit, venit. homo, vobis    ;188941;5WEP-D9YV-4EHQ-VOVK                               ;243042
6070;5878;19/05/2006 :;transit. et Quad vobis dolorum in bono transit.   ;268072;8OKR-WFNK-W1UM-TBDQ                               ;62096
6071;5095;7/03/2005 :;quantare quad vobis dolorum non non Sed linguens  ;338387;0H4I-730B-59YI-HCN3                               ;126645
6072;6698;24/09/2006 :;eggredior. quo, eggredior. Longam, parte apparens ;396829;YLD2-3KUS-KB4Y-RJ1Z                               ;250518
6073;6180;2/04/2004 :;parte et sed transit. e regit, plurissimum sed non;463124;NULL;73790
6074;6411;16/02/2010 :;quad egreddior Et si et Versus novum homo, Quad   ;109246;TECQ-M2C4-GOAU-E428                               ;286852
6075;6564;27/11/2006 :;ut quad gravum quoque vobis Longam, quoque        ;253418;N883-T40L-XBNO-J9NE                               ;264665
6076;6074;7/01/2005 :;quantare non esset delerium. novum quo non funem. ;464100;07QC-W1AB-MHTA-L68G                               ;21454
6077;6702;13/01/2007 :;Id pars quo, e plorum e trepicandor quo quorum    ;97806;I2RC-50LS-5GOK-FHVD                               ;30853
6078;6899;16/12/2004 :;volcans non et pars vantis. nomen eggredior. non  ;404954;SUP2-FHCX-D07J-YGDT                               ;85355
6079;6355;22/08/2007 :;quis quad sed si manifestum Id Id quad et         ;144454;WFH7-6T8M-3BV3-NDO8                               ;242422
6080;6245;9/05/2009 :;et pars estis in in novum pars Et Quad            ;82535;ONNA-594F-Z32S-CCHP                               ;449646
6081;6428;31/01/2004 :;cognitio, parte rarendum plurissimum Quad esset   ;481594;M8PM-253H-LR5P-8S6G                               ;248648
6082;6485;15/10/2008 :;essit. plorum et novum nomen fecit, apparens      ;169423;WOTX-Z82M-BVZA-FY0X                               ;425385
6083;6286;4/12/2002 :;fecundio, regit, Pro travissimantor Longam, quoque;152331;Z6MY-7YCW-K51H-XFSA                               ;360411
6084;4414;19/11/2008 :;gravis e quo estum. Multum pars essit. plurissimum;390184;T3GS-PSU8-AR9R-Q2VS                               ;25562
6085;5104;4/09/2004 :;Sed parte quad si Multum esset essit. esset Et    ;258162;0W5E-5TH8-Z5QJ-WPTS                               ;256572
6086;6666;2/06/2009 :;quad e si Sed quorum volcans Pro si nomen si si   ;372625;E43F-SW99-UKZ5-WX2N                               ;415038
6087;6207;4/05/2003 :;quad si quo, bono quo gravum manifestum plorum    ;319958;WBMP-41QV-183E-WTQH                               ;89875
6088;5561;15/04/2010 :;transit. pars et quad quad Id Sed homo, linguens  ;142552;9J7X-F6K5-ZM6R-2HEY                               ;8301
6089;6677;28/08/2005 :;regit, gravis Sed et volcans Sed novum plorum     ;335140;Q5EY-MGLE-27LA-C3O0                               ;194048
6090;3599;29/10/2004 :;quo Et quis brevens, transit. plurissimum in eudis;117298;YGKW-E2BV-EFRO-359N                               ;388336
6091;6924;2/03/2008 :;delerium. vobis volcans Sed novum quad et non     ;291412;YL5P-R1W0-ZTDW-AKHL                               ;86614
6092;6880;26/06/2006 :;et in travissimantor brevens, et quis plorum et   ;95553;J4PR-NFXO-6U1X-DBVZ                               ;190279
6093;5558;22/01/2003 :;quantare habitatio quad estum. Sed plorum Id      ;101270;C5BP-L1VU-IONR-TVEN                               ;103364
6094;6292;5/05/2008 :;venit. Sed nomen regit, Quad transit. cognitio,   ;357705;B47C-4RGT-YPH1-ET02                               ;269553
6095;7002;26/03/2010 :;novum novum et pladior volcans Longam, gravis     ;338624;MK2C-I69E-IW8Q-8XZP                               ;151578
6096;5945;23/06/2006 :;homo, vobis nomen quad ut Sed ut vobis eudis      ;383510;UK2D-T6M9-0VC7-R1V7                               ;111764
6097;6451;13/07/2010 :;nomen eudis fecit. non essit. quo vantis. quis    ;13933;XI1J-2HRS-GUAI-1HPZ                               ;118863
6098;4784;22/08/2003 :;pars quoque non gravum volcans eudis eudis pars   ;84908;CK09-NJ03-62R8-BIIF                               ;54003
6099;2580;3/11/2005 :;e Tam imaginator e Pro quo Versus non in brevens, ;491481;CETY-6KUM-9CWW-DHSA                               ;148403
6100;5971;27/07/2003 :;non nomen fecit, vobis et cognitio, dolorum       ;428110;IGOB-D22W-IZAO-XQ1L                               ;54379
6101;6894;22/09/2006 :;quorum e Longam, fecit, nomen esset quoque parte  ;324116;2PEH-U5U3-UQ73-VQIU                               ;211287
6102;6799;13/12/2007 :;glavans Et si Sed si essit. Versus quis in        ;18676;3IXC-A27X-MG77-S263                               ;268667
6103;5206;18/11/2006 :;Et Sed vantis. trepicandor si gravis estis Quad   ;318187;78YN-RR6X-676A-KR2E                               ;332037
6104;6518;14/08/2010 :;gravis et nomen vantis. e regit, quis transit. si ;464048;SYXW-DJZV-SJFK-VJAW                               ;307234
6105;6763;18/08/2009 :;egreddior sed et linguens Longam, glavans et      ;117965;IVAU-E9W8-00S6-9B20                               ;426867
6106;6912;13/11/2006 :;ut quo fecit. quoque dolorum si quartu fecundio,  ;187085;8RBY-MSM6-1H52-WO2V                               ;203225
6107;6785;3/02/2010 :;ut venit. apparens plurissimum non vobis quorum   ;164113;4MR7-SR83-KGAU-QKBK                               ;18071
6108;4001;24/08/2006 :;quantare funem. plorum gravum non plorum Pro e    ;336142;LNQ4-JUPR-K87R-L040                               ;204441
6109;6122;7/04/2008 :;essit. quad quantare fecit, plorum e Longam,      ;307671;VJIC-L6AZ-BCII-HWNK                               ;190076
6110;5596;30/04/2005 :;plorum e Id parte essit. brevens, e Multum estum. ;116886;X1HI-B8IX-PGA2-14DK                               ;75285
6111;5957;29/07/2010 :;et trepicandor quo, plorum et Pro et Versus si    ;371095;NULL;225568
6112;6254;15/07/2008 :;essit. nomen glavans si pars nomen quad e plorum  ;163823;CKQ3-7QP4-ODJM-T203                               ;15537
6113;5279;16/07/2006 :;et essit. non homo, nomen esset bono Versus gravum;372156;CODH-V2G0-CJ3J-DAD8                               ;59929
6114;6151;6/10/2006 :;eudis fecit, vantis. eggredior. rarendum linguens ;329180;LJDG-CWOH-Z39B-O695                               ;NULL
6115;6701;13/11/2002 :;in Multum et quad Quad Tam estum. plorum Id non   ;480155;59OK-590L-JPR2-SAXO                               ;334382
6116;2146;27/07/2004 :;gravis quis transit. volcans quo, si cognitio,    ;68968;YDYC-89RU-718V-BUTC                               ;92260
6117;6951;1/02/2005 :;et ut linguens quorum trepicandor brevens, novum  ;209538;3W2A-AB7P-E8LJ-SBCY                               ;155012
6118;6408;15/03/2002 :;volcans homo, vobis parte habitatio gravis volcans;313720;VI59-HGW7-YGK0-2AN7                               ;50938
6119;6819;15/09/2006 :;estum. si venit. et gravis egreddior esset gravis ;315057;X22Y-YGOG-0HVH-KQTB                               ;446192
6120;5743;6/02/2010 :;non pars pladior estis egreddior ut in quo, esset ;368809;TE0E-YOK1-HN5M-SF7B                               ;323993
6121;3554;14/05/2007 :;sed novum delerium. pladior non plorum plorum quo,;114892;1SG3-GK28-CHCJ-I2N0                               ;378392
6122;6407;12/12/2003 :;Sed ut travissimantor quad et dolorum plurissimum ;329807;AVN3-DC8J-4JIA-0YW4                               ;53662
6123;6633;8/12/2003 :;in Pro funem. et quo Et in novum si gravum et     ;189988;DLB3-0AM4-PS6C-65CH                               ;67921
6124;6810;9/06/2003 :;fecit, estis quartu et estis Multum homo,         ;71642;4CJ9-SY2X-K6IJ-PJJ3                               ;205936
6125;6528;18/03/2009 :;Sed fecundio, funem. eggredior. volcans et in     ;476660;2P44-CD6J-VLE8-122A                               ;304707
6126;5751;11/09/2009 :;gravis quad nomen Et quo, pladior estum. quartu   ;242834;18OM-J9MQ-MM9V-E8E0                               ;NULL
6127;6145;2/09/2005 :;quo, quorum habitatio quartu linguens quartu Et   ;295559;FSJH-YRA6-NH8W-U1H8                               ;425482
6128;5367;29/11/2006 :;sed non estis rarendum volcans imaginator quo     ;105419;3QFI-9CJE-TN1U-8O60                               ;386366
6129;5486;23/11/2010 :;pars imaginator fecit. Tam fecit, pladior vobis et;270622;RZG6-5DCA-CQ6A-PC1O                               ;147154
6130;6974;7/06/2002 :;essit. glavans et quis gravum Longam, transit.    ;369909;M8V7-0FE4-5UHC-4A94                               ;254238
6131;5531;27/06/2005 :;travissimantor novum quis quo regit, non Tam      ;450167;VZ8G-2HRG-VNIM-I38E                               ;135273
6132;5283;25/05/2005 :;non manifestum habitatio Tam glavans non vobis    ;12897;QZ8Y-H9TC-F3X0-N0FL                               ;152901
6133;4573;13/02/2010 :;gravis eggredior. travissimantor nomen quo, quo   ;413474;JOX2-ICU2-01UQ-WR9N                               ;352592
6134;6321;27/01/2006 :;quad Id linguens plurissimum gravis manifestum    ;216345;SNF7-SQH4-HONP-116I                               ;426851
6135;6322;18/08/2004 :;imaginator estum. rarendum cognitio, e quantare   ;258420;5FRV-E862-VQSG-V8QE                               ;386953
6136;5192;18/02/2007 :;linguens estum. quad Id in apparens habitatio     ;462918;RUPF-CD4V-ULRC-CVJY                               ;188043
6137;6392;29/11/2003 :;et Tam quartu vantis. manifestum quad bono in     ;351237;JJFJ-QV6S-TBRU-APBX                               ;238359
6138;6418;22/04/2003 :;gravum in vobis funem. eudis quad linguens et     ;188283;03B6-AZFH-ZPR5-7F5O                               ;429981
6139;5443;4/04/2010 :;pars cognitio, Multum volcans gravum parte plorum ;272218;G6CW-JTXT-MJM1-G88T                               ;93348
6140;6255;23/10/2008 :;eggredior. fecundio, bono nomen habitatio parte in;71076;RGP8-3JLQ-UKNP-TRF3                               ;53176
6141;6040;30/04/2010 :;sed Versus Et venit. Id in gravis estis brevens,  ;208512;H1LS-F3PX-Z7C8-ZH3W                               ;48696
6142;7036;10/09/2007 :;travissimantor et et quo habitatio apparens       ;483816;Z87I-2WWL-OS5M-QVWB                               ;53346
6143;6726;8/01/2004 :;Longam, homo, non estis venit. Versus essit. esset;334882;0UO2-N8F8-COI4-8T2X                               ;396966
6144;5317;30/04/2002 :;volcans in apparens et ut brevens, glavans et     ;218254;J63I-71P9-4KRD-5J57                               ;335434
6145;6436;3/04/2005 :;gravis non venit. habitatio non fecit. dolorum    ;246203;UHN5-090F-WSZH-TQ63                               ;268226
6146;7038;19/08/2010 :;volcans vobis nomen apparens nomen linguens novum ;127589;LI6I-SW55-POVR-2IXG                               ;118763
6147;6578;12/12/2010 :;apparens travissimantor plurissimum Et nomen      ;223397;X19J-CL9D-FD13-BA5U                               ;162768
6148;6757;19/04/2007 :;fecit, estum. volcans nomen quartu essit. bono    ;272090;34VE-7W7I-BSP5-K9NO                               ;71077
6149;5883;23/06/2007 :;quo quad homo, quartu Pro ut et plurissimum non   ;377551;7MR0-BNS5-RD37-S5UI                               ;130349
6150;588;31/08/2007 :;bono Longam, quartu Multum in essit. quis brevens,;269656;FDRG-MOVW-2NGW-GDVS                               ;218983
6151;5626;22/05/2003 :;imaginator si dolorum vantis. transit. gravis     ;173971;J42U-YPIB-FE41-UUA6                               ;177292
6152;6761;1/05/2010 :;Versus Versus apparens Longam, egreddior gravis   ;200213;NSV4-3W75-E92S-BBXA                               ;446566
6153;6946;7/12/2007 :;vobis in imaginator et estis eudis nomen et       ;269852;X5KH-NJED-M2PT-R8X9                               ;60826
6154;6018;27/09/2006 :;quo Versus trepicandor novum venit. estis transit.;122671;1ICX-5CBY-JX0B-H7DJ                               ;122671
6155;6716;15/03/2007 :;in si fecit, et sed et linguens quartu nomen      ;313217;KHTX-CK8Q-2DN8-FTMI                               ;180010
6156;6913;11/10/2004 :;quad non egreddior quo, travissimantor manifestum ;494310;A7F6-O2DR-JVDB-KOF6                               ;220012
6157;5700;6/01/2006 :;Quad estum. quo eudis quartu linguens si cognitio,;328688;K4KN-59SI-OLV3-D1N9                               ;716
6158;6981;12/06/2005 :;Versus fecundio, linguens Longam, gravis rarendum ;246544;A6H6-7ZBQ-QDFU-6MS1                               ;NULL
6159;6548;30/05/2003 :;et quorum gravum quo, cognitio, plorum et estis   ;487388;E9V4-YZAO-I163-ENEV                               ;143365
6160;7016;8/12/2010 :;plurissimum quoque homo, apparens nomen gravis    ;375131;5X19-A508-Q9MQ-0BC9                               ;62731
6161;6982;13/03/2003 :;Sed gravum in Longam, vobis et quad quo apparens  ;391527;7PML-P7BH-J8W3-G7M8                               ;27329
6162;6314;8/03/2005 :;nomen plurissimum gravis travissimantor           ;58694;TY28-8FFF-2A43-GBGI                               ;331753
6163;6429;2/10/2006 :;quad esset habitatio trepicandor trepicandor      ;65519;2TIR-ICIC-SO3O-9ME7                               ;40501
6164;6247;2/11/2007 :;nomen et trepicandor eggredior. egreddior quad    ;437762;9RW5-83TD-5R41-ZFBA                               ;56071
6165;7059;4/11/2010 :;pladior parte glavans quo, eudis Versus parte     ;166719;VW38-E7G3-TW80-BXDC                               ;213834
6166;7015;7/03/2007 :;e fecit, Quad quo, nomen egreddior Sed estum. ut  ;358198;EJ5F-0K25-TA3B-DONL                               ;69168
6167;5887;2/06/2009 :;manifestum quad non et funem. in quo esset        ;250349;1NQW-9J44-22YL-CRO7                               ;37174
6168;6486;19/06/2002 :;essit. transit. linguens Id et Sed ut esset et    ;155811;T5A2-JSXD-MASD-RT8B                               ;172694
6169;6164;19/02/2004 :;in gravum quartu plorum venit. gravis quorum eudis;70760;HFXX-RCHU-MZG2-WCN9                               ;NULL
6170;6984;26/09/2006 :;homo, fecit. quo quantare sed Id transit. pars non;17236;GLQK-S9LY-JICF-E7D4                               ;248717
6171;5263;29/08/2002 :;plurissimum pladior et quis essit. fecundio,      ;217732;6A24-MTP7-E6ZR-VPDC                               ;78585
6172;5212;13/10/2003 :;fecit, homo, vantis. imaginator estis non Longam, ;21254;HQJ4-3M11-OYID-5JMM                               ;321887
6173;NULL;12/12/2002 :;parte eudis et bono brevens, linguens esset Quad  ;41501;YKE6-CJL3-OU1Y-GQYD                               ;96023
6174;7053;22/11/2008 :;volcans parte trepicandor Sed et gravis Sed non   ;243980;ZSNF-FNLD-C2QD-XCDT                               ;112279
6175;6109;10/10/2010 :;imaginator delerium. e Tam homo, trepicandor parte;160297;K1XW-UXKZ-EK9T-5WY3                               ;61664
6176;5660;4/09/2010 :;et in novum quis quo quad travissimantor Longam,  ;131077;PY7Y-M3NQ-4D5Z-YVQC                               ;447762
6177;5314;5/12/2010 :;transit. travissimantor gravis estis regit, fecit,;494925;I3LG-RTXF-0D9Y-MTZ4                               ;397496
6178;6945;10/08/2003 :;quantare fecit. gravis Longam, plorum estum. nomen;471735;QATI-1F9J-95MV-MCR7                               ;270646
